"Source","Target","Confidence","Documents","Doc_IDs"
"CLDN11","LYME DISEASE",78.0748536269646,28,"Patent_EP0833916A1,Patent_WO1996034106A1,Medline_8005669,Medline_8740123,Patent_US20080249014,Patent_US5308753,Medline_1475523,Patent_US6066623,Patent_US8293876,Medline_8339919,Patent_WO1991013630A1,Medline_9364698,Patent_WO1994019482A1,Medline_18359818,Patent_EP2129684B1,Patent_EP2129684A1,Patent_WO1995021928A1,Patent_WO2008101667A1,Patent_EP2283031B1,Patent_WO1998023763A1,Medline_8024615,Pmcoa_3359254,Pmcoa_5640720,Patent_EP1100922B1,Medline_9330467,Medline_22336289,Patent_WO1993004175A1,Patent_US6180141"
"RAD51","LYME DISEASE",73.1850704206543,9,"Pmcoa_5663514,Medline_29088268,Patent_US20150232517,Patent_EP2889382A1,Medline_8566765,Patent_US20160289746,Patent_EP3044337A2,Patent_US20150250865,Patent_US20160333056"
"TLR1","LYME DISEASE",77.3742083911203,6,"Pmcoa_3187844,Medline_22246581,Patent_US20160305956,Medline_22246662,Medline_26307945,Pmcoa_4046100"
"VHLL","LYME DISEASE",67.1451937711183,2,"Patent_WO2016083708A1,Medline_26598566"
"POLD3","LYME DISEASE",75.0391645531994,18,"Pmcoa_5811584,Pmcoa_3320305,Patent_EP1924282B1,Patent_EP2352516A2,Patent_WO2007022151A2,Medline_8945554,Medline_10338494,Patent_US20110268762,Medline_9537355,Patent_EP1924282A2,Patent_US20130210651,Medline_11292775,Patent_WO2010037027A2,Patent_US9182412,Pmcoa_3004910,Patent_WO2009033163A2,Patent_US20100278866,Patent_WO2017053167A1"
"KARS","LYME DISEASE",74.4976644574658,8,"Patent_US20120122092,Medline_9405621,Patent_US8206930,Patent_US6492131,Patent_WO2003029450A1,Medline_15862301,Patent_WO1999013057A1,Medline_12736820"
"RNR2","LYME DISEASE",63.9482952655284,4,"Patent_EP0519016A1,Patent_WO1991014002A2,Patent_US5912117,Pmcoa_3975398"
"UPK3B","LYME DISEASE",63.1893136669014,2,"Medline_10629203,Patent_US20040057962"
"CDK5R2","LYME DISEASE",75.3709633273028,8,"Medline_15039353,Patent_US5470712,Medline_16085911,Medline_8496875,Medline_1551994,Patent_US5780041,Patent_WO1991013630A1,Medline_8150952"
"YBX3","LYME DISEASE",61.6200247738248,12,"Patent_EP2470907B1,Patent_WO2000077041A2,Patent_US6517838,Patent_US20150037881,Patent_US9290548,Patent_US8895257,Patent_US20170205407,Patent_US20120156694,Patent_US20120135027,Patent_US9347943,Pmcoa_4117581,Patent_WO1997027301A1"
"YBX1","LYME DISEASE",71.5619877746227,5,"Medline_10650211,Patent_WO1997027301A1,Medline_12773620,Patent_US6214355,Patent_US6312907"
"CSDA","LYME DISEASE",71.6055751814662,7,"Patent_US20040071703,Patent_WO1997027301A1,Medline_12773620,Medline_21628660,Medline_18195034,Pmcoa_5073149,Patent_WO2002020046A1"
"EEF1A1","LYME DISEASE",65.1021857102138,2,"Medline_26954993,Pmcoa_5176084"
"RHBDL2","LYME DISEASE",68.3340604039105,2,"Medline_19201806,Medline_26977110"
"DDX46","LYME DISEASE",72.7883101347233,3,"Medline_21814569,Pmcoa_3681947,Pmcoa_3144200"
"LEPREL2","LYME DISEASE",78.0218739897855,9,"Medline_12171294,Medline_7683420,Patent_EP0726955B1,Medline_26275806,Medline_9041661,Medline_9125579,Patent_US6087097,Medline_17352535,Pmcoa_1817655"
"TRIM69","LYME DISEASE",63.2738200881987,2,"Patent_US20160305956,Medline_19542460"
"TOP2A","LYME DISEASE",62.7006910871703,2,"Patent_US20030170693,Medline_10469665"
"DAG1","LYME DISEASE",61.5956289207993,2,"Medline_26594018,Pmcoa_4803822"
"RHOBTB2","LYME DISEASE",61.1296874328708,2,"Patent_US9733246,Pmcoa_4967975"
"CARS","LYME DISEASE",58.9965034189826,2,"Pmcoa_5428304,Medline_28303005"
"CARS2","LYME DISEASE",59.8538106432594,2,"Medline_28303005,Pmcoa_5428304"
"NFE2","POLYCYTHEMIA",62.1837256023106,7,"Medline_19466964,Patent_US9695480,Patent_US20150017642,Pmcoa_3646501,Patent_EP2626432A1,Patent_EP2626432B1,Patent_WO2013117609A1"
"EGLN1","POLYCYTHEMIA",76.6349521418555,12,"Pmcoa_4373440,Medline_26054543,Pmcoa_2408651,Pmcoa_5762525,Pmcoa_2516423,Medline_20400342,Pmcoa_5486088,Medline_27774468,Pmcoa_5045058,Medline_24121508,Pmcoa_3823110,Pmcoa_5045068"
"SLC30A10","POLYCYTHEMIA",67.859510432631,3,"Medline_22341971,Pmcoa_5472288,Pmcoa_3664426"
"VHL","POLYCYTHEMIA",60.4581916227258,2,"Medline_26224408,Pmcoa_5045058"
"SENP1","POLYCYTHEMIA",61.0956108130591,2,"Pmcoa_5110013,Medline_27821551"
"ACO1","POLYCYTHEMIA",68.5603082147163,4,"Medline_23395173,Pmcoa_5850917,Pmcoa_4056636,Medline_23395174"
"TFRC","POLYCYTHEMIA",71.753045535764,2,"Medline_1890732,Medline_9830813"
"PPP1R12C","POLYCYTHEMIA",60.7699975490184,2,"Medline_24113870,Pmcoa_5410625"
"HBG2","POLYCYTHEMIA",71.9241797432077,2,"Medline_1634355,Medline_5796352"
"CDKN2A","PSORIASIS",87.0195396522952,6,"Medline_15569009,Medline_20089081,Medline_26225346,Pmcoa_4513421,Pmcoa_5555134,Medline_18373711"
"ADCY1","PSORIASIS",79.2379394155975,3,"Medline_1244187,Medline_167799,Medline_4376892"
"CDSN","PSORIASIS",83.2944292506729,20,"Medline_12472658,Patent_US20030186371,Patent_US20080193939,Patent_US7329540,Pmcoa_3929861,Pmcoa_4417989,Medline_11556968,Patent_WO2000058506A2,Pmcoa_5751129,Patent_EP1268776A2,Patent_WO2001062788A2,Medline_11454986,Medline_12807967,Medline_15953084,Medline_12956875,Medline_15333584,Patent_US20110262391,Patent_WO2010042765A1,Patent_US8778608,Medline_12653732"
"CCHCR1","PSORIASIS",79.4219753243585,5,"Pmcoa_3506594,Pmcoa_5751129,Pmcoa_3963918,Pmcoa_2696036,Medline_15333584"
"SERPINB13","PSORIASIS",73.4927549498637,2,"Medline_11313015,Medline_10512713"
"EIF2AK1","PSORIASIS",63.4069832769144,4,"Medline_11348465,Patent_EP1247861A1,Patent_US20030170652,Patent_US6933118"
"HLA-DQA1","PSORIASIS",79.4365807717028,2,"Medline_12667357,Medline_15346196"
"MVD","PSORIASIS",69.2364968650795,3,"Patent_EP3147298A1,Patent_US20170189476,Medline_17598865"
"TGFA","PSORIASIS",81.1310302026125,2,"Medline_8064230,Medline_16788618"
"ARG1","PSORIASIS",80.6658351687599,2,"Medline_12507903,Medline_15780765"
"IL20","PSORIASIS",66.4359949330794,2,"Patent_US20100120049,Medline_18480827"
"PRKD1","PSORIASIS",69.6873529959903,5,"Medline_16536798,Patent_US20090247519,Patent_EP2114887A1,Patent_US20110098325,Patent_WO2008074997A1"
"S100A14","PSORIASIS",75.1827153076924,4,"Medline_29333662,Medline_12923069,Medline_22402441,Pmcoa_4309199"
"OCLN","PSORIASIS",79.2745134296948,2,"Medline_17300235,Medline_11409568"
"RARRES3","PSORIASIS",74.6170043167291,10,"Patent_EP2696683A1,Patent_EP2488503A1,Patent_US20140288044,Patent_US20120238540,Patent_US20150352108,Patent_WO2011046970A1,Patent_WO2012142329A1,Patent_WO2014004863A2,Medline_10955811,Medline_14632211"
"ZNF750","PSORIASIS",70.657152461028,3,"Medline_22185198,Pmcoa_3274454,Medline_25228645"
"CRHR1","PSORIASIS",80.8098711852228,3,"Medline_22350180,Medline_22360979,Medline_19560286"
"DUT","PSORIASIS",66.139489157425,2,"Pmcoa_3375357,Medline_22437317"
"FGF7","PSORIASIS",85.6596142323313,5,"Medline_15679583,Medline_9403712,Pmcoa_4428792,Pmcoa_5264273,Pmcoa_5751117"
"MASP2","PSORIASIS",69.4774918367826,9,"Patent_EP1753456A2,Patent_EP2386317A1,Patent_US20170233493,Patent_US20170233494,Patent_US20110311549,Patent_US20140056873,Patent_US7919094,Patent_WO2011047346A1,Medline_15948998"
"LCE3C","PSORIASIS",74.9338276634409,6,"Medline_21628307,Medline_22962454,Pmcoa_3436806,Patent_WO2009053513A1,Pmcoa_2859809,Medline_19169253"
"JUNB","PSORIASIS",76.8028200914132,3,"Medline_19933155,Medline_25533330,Pmcoa_4366298"
"ADAM33","PSORIASIS",75.423464383298,3,"Pmcoa_2413006,Medline_20491578,Medline_24562625"
"KCNA3","PSORIASIS",82.8612797177121,5,"Medline_20739949,Medline_25175978,Pmcoa_4448172,Pmcoa_5516987,Medline_26826458"
"GLP1R","PSORIASIS",80.0209660679831,2,"Medline_22160246,Medline_21744074"
"FLG","PSORIASIS",79.093495002972,4,"Medline_22407025,Medline_18193244,Pmcoa_4565663,Pmcoa_3043053"
"KLK7","PSORIASIS",74.3692855394917,24,"Patent_EP1631295A2,Patent_US20060258651,Patent_EP1631295B1,Patent_WO2004108139A2,Medline_11874483,Medline_10335915,Patent_EP1367886A2,Patent_EP2170939A1,Patent_EP1367886B1,Patent_EP3097084A1,Patent_US20130028843,Patent_US20170000753,Patent_US20100256144,Patent_US20170002021,Patent_US20170267692,Patent_US8309596,Patent_WO2002062135A2,Patent_US7872052,Patent_US9695194,Patent_US9744148,Patent_WO2009000878A1,Patent_WO2015112079A1,Patent_EP3097085A1,Patent_WO2015112081A1"
"RPTOR","PSORIASIS",74.1645196927002,10,"Patent_WO2004113554A2,Pmcoa_3955134,Medline_15923274,Patent_EP1981990A2,Patent_US20100008934,Patent_US20140127213,Patent_WO2010002891A1,Patent_US20160222450,Patent_WO2007086070A2,Pmcoa_5711528"
"ENPEP","PSORIASIS",68.4968652612608,2,"Medline_23111742,Pmcoa_3560606"
"PPARD","PSORIASIS",70.6643458120392,5,"Medline_17637826,Patent_EP2212442A1,Patent_US20100233718,Patent_WO2009053493A1,Pmcoa_2992403"
"KRT10","PSORIASIS",76.9414967818635,4,"Medline_15319153,Pmcoa_3481918,Pmcoa_5318507,Pmcoa_5869485"
"HLA-DRB3","PSORIASIS",78.1770695509058,3,"Medline_16314826,Medline_3082035,Medline_6950538"
"LCE3B","PSORIASIS",76.3115463175098,6,"Medline_21628307,Medline_22962454,Pmcoa_3436806,Medline_27376048,Pmcoa_4918212,Medline_26556599"
"ELOVL6","PSORIASIS",75.4012380450319,6,"Patent_WO2009053513A1,Medline_24966655,Pmcoa_4069666,Pmcoa_3576305,Medline_21208785,Medline_23839497"
"TJP1","PSORIASIS",70.5125692494325,2,"Medline_17300235,Pmcoa_4973367"
"IL20RB","PSORIASIS",65.629521550478,5,"Patent_US20060263851,Patent_US20040005320,Patent_US20050136004,Patent_US20060263850,Medline_18480827"
"KRT17","PSORIASIS",80.0611909841194,9,"Medline_21796151,Medline_29269725,Pmcoa_5747147,Medline_28642156,Pmcoa_3396590,Medline_21355890,Medline_23722817,Pmcoa_4243713,Medline_22795618"
"MMP19","PSORIASIS",68.2974674527639,6,"Medline_12735638,Patent_EP2408801A1,Patent_EP2254908B1,Patent_EP2254908A1,Patent_WO2010091893A1,Patent_WO2009106343A1"
"JAK1","PSORIASIS",79.7291647527909,5,"Medline_25156366,Medline_29127481,Patent_US20140170157,Patent_WO2015106150A1,Pmcoa_4027021"
"IGF1R","PSORIASIS",73.3564613365156,20,"Medline_10802619,Patent_EP1191941A1,Patent_US20050261230,Patent_US6900186,Patent_WO2000078341A1,Patent_EP1938819A2,Patent_EP1498121A1,Patent_US20040186169,Patent_US20090326248,Patent_US7662851,Patent_EP1597366B1,Patent_EP1597366A1,Patent_US20090286849,Patent_US20040171149,Patent_US20060234239,Patent_US20130096176,Patent_US20090111767,Patent_US8217017,Patent_US7468356,Patent_WO2004072284A1"
"AREG","PSORIASIS",72.0231744573201,7,"Medline_18547319,Pmcoa_3070727,Patent_EP1608684A2,Patent_US20080226632,Patent_US20040210040,Patent_WO2004068931A2,Patent_US7223393"
"FGF10","PSORIASIS",78.1402719740668,3,"Medline_24966930,Pmcoa_4624926,Medline_15679583"
"TGM1","PSORIASIS",63.472528126781,2,"Medline_17916213,Patent_WO1996040048A2"
"ALOX12","PSORIASIS",68.3853719947194,3,"Medline_24975552,Patent_US4737519,Patent_US4873346"
"S100A7","PSORIASIS",81.9805609640368,18,"Medline_8526920,Medline_29333662,Pmcoa_3564247,Medline_26872860,Medline_22402441,Patent_EP1660651A2,Patent_WO2005024011A2,Pmcoa_5637346,Pmcoa_3969668,Patent_US20130224146,Patent_US20100316596,Patent_US20070212356,Patent_US7737259,Patent_US9555107,Medline_26276441,Medline_29339075,Pmcoa_5218466,Pmcoa_4309199"
"NUCB2","PSORIASIS",68.4672562534073,2,"Medline_27070789,Pmcoa_4831300"
"PDE4A","PSORIASIS",83.598181362658,9,"Medline_29387588,Pmcoa_5683107,Patent_US20160045475,Patent_US20110318741,Pmcoa_5854648,Patent_WO2016025686A1,Medline_21859393,Pmcoa_5698795,Medline_26806620"
"MIR1266","PSORIASIS",72.489493514513,3,"Medline_22133505,Medline_27371164,Pmcoa_4610974"
"PDC","PSORIASIS",70.7357360743348,4,"Patent_EP2286835A1,Patent_US20090155286,Pmcoa_2212894,Medline_15998792"
"NR4A1","PSORIASIS",82.2513893542861,3,"Medline_26932821,Pmcoa_4774191,Pmcoa_4829133"
"PROK2","PSORIASIS",68.4537085116555,2,"Medline_27887936,Pmcoa_5264273"
"RAC1","PSORIASIS",73.7048729845849,3,"Patent_WO2017201448A1,Patent_US20170182040,Medline_15878283"
"IL24","PSORIASIS",84.0820533186753,14,"Pmcoa_3390387,Pmcoa_4741907,Pmcoa_4926403,Medline_17263806,Patent_EP2623516A2,Patent_EP2623516B1,Patent_US20070212356,Patent_US9555107,Pmcoa_4514127,Medline_22536164,Patent_US20150203556,Patent_WO2014011732A1,Patent_US20110219462,Patent_WO2010006703A1"
"CARD14","PSORIASIS",78.5585108701477,17,"Patent_WO2017061125A1,Pmcoa_4219711,Medline_27071417,Pmcoa_5751286,Medline_27113748,Pmcoa_4227539,Medline_26984337,Pmcoa_4276575,Pmcoa_4495801,Pmcoa_4001072,Pmcoa_5461533,Pmcoa_4599347,Pmcoa_5751184,Pmcoa_5751129,Medline_25369198,Pmcoa_4782646,Medline_29150564"
"FOSL1","PSORIASIS",80.4571822398339,4,"Medline_20198886,Medline_25175497,Medline_25533330,Pmcoa_3347524"
"MIR203","PSORIASIS",84.7271085937149,14,"Medline_27729619,Pmcoa_5354926,Pmcoa_3970352,Pmcoa_4641946,Patent_WO2010003420A2,Patent_EP2152898A2,Patent_US20100202973,Pmcoa_1905940,Patent_WO2008142567A2,Pmcoa_2905360,Pmcoa_3672787,Pmcoa_3919606,Pmcoa_4274001,Pmcoa_4912302"
"HPGDS","PSORIASIS",74.3485013390085,3,"Medline_23489263,Patent_US20150038499,Patent_US20150307914"
"ATP6V0A4","PSORIASIS",73.734758389152,2,"Medline_28769106,Pmcoa_5541073"
"KLK1","PSORIASIS",70.7488616648221,11,"Medline_17459012,Patent_US20090048167,Patent_EP2200628A2,Patent_US20140235544,Patent_US20150258172,Patent_US20120277157,Patent_US9044438,Patent_US8202835,Patent_US8426366,Patent_US20140221278,Patent_WO2009010968A2"
"CKAP4","PSORIASIS",67.9277017987405,5,"Patent_EP1838350B1,Patent_US20090306187,Patent_US9051572,Patent_US9658229,Medline_21373745"
"DUSP1","PSORIASIS",71.3048155154126,2,"Medline_29619028,Pmcoa_5873221"
"LANCL1","PSORIASIS",68.2626617345899,6,"Medline_21957759,Patent_EP1906731A2,Patent_US20080200521,Patent_US20070004776,Patent_US7456292,Patent_WO2007005603A2"
"PPARA","PSORIASIS",84.9303139612242,14,"Pmcoa_3351437,Medline_22606335,Patent_EP1646383A1,Patent_EP2793876A1,Patent_US20070099969,Patent_US20130158077,Patent_US20150133507,Patent_US20170065571,Patent_US20130172391,Patent_US7339065,Patent_US9504679,Patent_WO2005009437A1,Patent_WO2013092269A1,Pmcoa_4884357"
"CD6","PSORIASIS",77.1251978732941,5,"Patent_US6572857,Medline_26844569,Medline_25945063,Pmcoa_4407739,Pmcoa_4461136"
"IL16","PSORIASIS",72.4743883682308,2,"Medline_27788245,Pmcoa_5082815"
"NRIP1","PSORIASIS",65.9824108920982,2,"Medline_27708240,Pmcoa_5342049"
"PSORS4","PSORIASIS",62.1353785066578,2,"Pmcoa_4451671,Medline_24485035"
"KLK8","PSORIASIS",63.5053961471437,2,"Medline_23096109,Pmcoa_5716171"
"IL36RN","PSORIASIS",81.4461429435437,7,"Medline_28887889,Pmcoa_2118475,Pmcoa_4527112,Pmcoa_4383490,Medline_26701127,Pmcoa_5841435,Pmcoa_4405864"
"MIR99A","PSORIASIS",65.1786099895394,2,"Pmcoa_4315021,Medline_27562321"
"MIR491","PSORIASIS",63.5779667213787,2,"Medline_28149533,Pmcoa_5279457"
"IL22RA2","PSORIASIS",78.0124651731624,3,"Medline_28356382,Medline_29572462,Pmcoa_5865214"
"CXCL11","PSORIASIS",74.4543270216889,2,"Medline_26612594,Pmcoa_4768879"
"TREX2","PSORIASIS",72.4608877640188,2,"Medline_27884288,Medline_27365293"
"GPRIN1","PSORIASIS",61.6784319865871,2,"Medline_27152848,Pmcoa_4859542"
"ANGPTL6","PSORIASIS",63.431725665726,2,"Medline_27698489,Pmcoa_5048131"
"DYT10","PSORIASIS",74.8574218104627,8,"Patent_EP0805158A3,Patent_EP0805158B1,Patent_EP0657458B1,Patent_EP1449529B1,Patent_EP0805158A2,Patent_US20050287132,Patent_EP0657458A1,Pmcoa_2678983"
"G6PD","PSORIASIS",81.8610985831406,3,"Medline_5899507,Medline_5412727,Medline_5622849"
"AKR1B10","PSORIASIS",66.8551043493839,2,"Medline_29204449,Pmcoa_5674492"
"ADAM23","PSORIASIS",61.9648782869309,2,"Medline_27152848,Pmcoa_4859542"
"CD1A","PSORIASIS",78.3916384150335,4,"Pmcoa_5791155,Patent_US20160229912,Pmcoa_5068234,Medline_27681794"
"CKLF","PSORIASIS",67.1467847004199,2,"Pmcoa_5655640,Medline_29066845"
"KRT16","PSORIASIS",74.3586596626333,4,"Pmcoa_2946663,Pmcoa_4743842,Medline_8648195,Patent_US20140234433"
"CYCLIN E","PSORIASIS",66.9233104142108,5,"Pmcoa_5780150,Patent_EP1190047A1,Patent_US6339071,Patent_WO2001000821A1,Medline_29115643"
"ODC1","PSORIASIS",82.5702998927571,4,"Medline_8374143,Medline_7068977,Medline_7104206,Patent_EP0372941A2"
"NDUFB6","PSORIASIS",75.2929219172573,3,"Medline_725094,Medline_7196814,Medline_8949427"
"FLVCR1","PSORIASIS",72.5949978575044,14,"Patent_EP2712930A2,Patent_EP2068924A2,Patent_EP2077858A2,Patent_US20150044222,Patent_US20100143372,Patent_US20150147336,Patent_US20170121771,Patent_US20100261172,Patent_US20110287022,Patent_US20150132313,Patent_WO2008137838A2,Patent_WO2008070137A2,Patent_WO2009155559A1,Pmcoa_5813365"
"PRINS","PSORIASIS",69.4295873359947,5,"Patent_EP2595664A2,Patent_US20130225659,Patent_WO2012012467A2,Pmcoa_4698731,Pmcoa_4893059"
"FABP5","PSORIASIS",77.5251302435269,11,"Patent_EP1588142A2,Patent_EP1592811A2,Patent_US20040110221,Patent_US20040175743,Patent_US20050287532,Patent_US7611839,Patent_WO2004048933A2,Patent_WO2004072265A2,Medline_8726632,Pmcoa_4467443,Pmcoa_5053979"
"PRKCA","PSORIASIS",67.3364834764777,9,"Patent_EP2523677A2,Patent_WO2011083482A2,Patent_WO2011083483A2,Patent_WO2011083481A2,Medline_7547380,Patent_US20130296250,Patent_EP3247382A1,Patent_WO2016116948A1,Patent_EP2536421A2"
"MYOM2","PSORIASIS",72.7761918630301,3,"Medline_9020931,Medline_9201310,Patent_WO2004046380A1"
"RHCE","PSORIASIS",64.258528477799,6,"Pmcoa_3938679,Patent_EP2623516B1,Patent_EP2623516A2,Patent_EP3006466A2,Patent_EP2916811A1,Patent_WO2014072747A1"
"IL36A","PSORIASIS",73.7794082562888,7,"Patent_EP2780373A1,Patent_WO2013074569A1,Pmcoa_2714102,Pmcoa_2118475,Patent_EP3193906A1,Patent_WO2016042131A1,Pmcoa_4405864"
"CCR10","PSORIASIS",66.5850130865715,3,"Patent_US20150273054,Pmcoa_5332395,Patent_EP2294051B1"
"IL1RL2","PSORIASIS",80.093733230206,5,"Pmcoa_4574267,Patent_US20030170630,Pmcoa_5627585,Pmcoa_4423901,Pmcoa_4383490"
"PSORS1C1","PSORIASIS",64.8818775417815,6,"Patent_US20090246759,Patent_US20040161759,Patent_WO2002064831A2,Pmcoa_5748122,Patent_US20030170652,Patent_US6933118"
"KLK6","PSORIASIS",67.8259729161891,3,"Pmcoa_3193584,Patent_US20130090255,Patent_US20090203006"
"DEFB104A","PSORIASIS",66.0995464146877,3,"Patent_EP3221312A2,Patent_WO2016081692A2,Pmcoa_2575509"
"MSX2","PSORIASIS",73.886296073596,2,"Pmcoa_5715373,Patent_WO2015067503A1"
"KRT14","PSORIASIS",68.0299387316158,2,"Pmcoa_4687059,Patent_WO2017201448A1"
"IL36G","PSORIASIS",74.4339284911451,2,"Pmcoa_4405864,Pmcoa_3688712"
"MIR205","PSORIASIS",75.4236233654862,3,"Pmcoa_3970352,Pmcoa_4641946,Patent_WO2010003420A2"
"KRT5","PSORIASIS",81.3643975008332,4,"Pmcoa_3546056,Pmcoa_5341158,Pmcoa_4226544,Pmcoa_3511812"
"CASP14","PSORIASIS",72.2058624566708,2,"Pmcoa_4823613,Pmcoa_5007807"
"ETV3","PSORIASIS",73.2116647568115,2,"Pmcoa_5822485,Pmcoa_5053979"
"MBTPS1","PSORIASIS",84.0275044200702,2,"Pmcoa_4502512,Pmcoa_5309277"
"PML","PSORIASIS",78.4020924684857,2,"Pmcoa_5365096,Pmcoa_3972027"
"MIR135B","PSORIASIS",73.8534931568499,2,"Pmcoa_3970352,Pmcoa_4641946"
"MIR378A","PSORIASIS",72.0334836935458,2,"Pmcoa_4641946,Pmcoa_3970352"
"ADAMTSL5","PSORIASIS",73.2464896177689,3,"Pmcoa_4689169,Pmcoa_4689173,Pmcoa_5110039"
"SCGB1A1","SARCOIDOSIS",79.247569265133,4,"Medline_11193763,Medline_15297273,Medline_11028653,Pmcoa_1215520"
"BTNL2","SARCOIDOSIS",80.1525142966916,9,"Pmcoa_4388687,Medline_16080124,Patent_EP1582530A1,Patent_EP1582530B1,Medline_17170388,Medline_25849037,Medline_23904553,Pmcoa_5265849,Medline_16321988"
"ESAT","SARCOIDOSIS",73.0841625275925,2,"Pmcoa_5286795,Pmcoa_2821522"
"TST","SARCOIDOSIS",76.3128126094455,3,"Pmcoa_4298936,Pmcoa_5440415,Pmcoa_3401691"
"NTM","SARCOIDOSIS",73.9163689881417,2,"Pmcoa_5484024,Pmcoa_4968811"
"FHIT","SARCOIDOSIS",71.5306794133605,2,"Pmcoa_3361464,Pmcoa_3512464"
"GIF","SARCOIDOSIS",78.9525096373382,2,"Pmcoa_3385203,Pmcoa_4581271"
"MRC1","SARCOIDOSIS",64.4672790455157,2,"Medline_21029423,Pmcoa_2987761"
"ANXA11","SARCOIDOSIS",70.6590144251917,5,"Medline_23151485,Pmcoa_4120255,Patent_WO2017008076A1,Medline_19165924,Patent_US20120004289"
"MGMT","SARCOIDOSIS",63.4916785137182,2,"Pmcoa_3512464,Medline_23140380"
"ING4","SARCOIDOSIS",60.3104444518596,2,"Medline_23181555,Pmcoa_3536569"
"C10ORF67","SARCOIDOSIS",68.7893088880502,2,"Pmcoa_5094585,Pmcoa_3475762"
"ZNF398","SARCOIDOSIS",62.380474299497,2,"Patent_WO2016141347A2,Pmcoa_4465182"
"NDC80","SARCOIDOSIS",59.6584637514432,2,"Medline_29163767,Pmcoa_5685688"
"ENG","SCLERODERMA",87.0702847481435,10,"Medline_23942766,Pmcoa_3890053,Medline_17417992,Medline_12009077,Medline_12124870,Patent_WO2010088778A1,Patent_US20120079614,Pmcoa_5831781,Medline_21344387,Pmcoa_3446527"
"FBN1","SCLERODERMA",80.6774334313712,20,"Medline_11315929,Medline_10395706,Medline_10907111,Medline_11549841,Medline_16277674,Pmcoa_1297568,Medline_20081226,Pmcoa_5126599,Pmcoa_3978697,Pmcoa_3012016,Pmcoa_5045111,Medline_16177099,Pmcoa_2599892,Medline_9867127,Patent_US20160222122,Medline_20375004,Patent_EP2915881A1,Patent_US20150320020,Patent_US9565840,Medline_18286246"
"CTSG","SCLERODERMA",79.3125222130502,2,"Medline_15229985,Medline_14872225"
"CCL18","SCLERODERMA",81.5240670546455,5,"Medline_16142750,Pmcoa_4060229,Medline_19255934,Medline_26997242,Medline_24789955"
"ACTA2","SCLERODERMA",83.4407368106392,8,"Medline_15854026,Medline_18203815,Patent_US20090075875,Patent_US8058227,Medline_27252423,Pmcoa_4438188,Pmcoa_3580540,Pmcoa_3978899"
"TOP1","SCLERODERMA",81.4190858180357,23,"Medline_19380834,Medline_19927342,Patent_EP2099819A1,Patent_WO2007068047A1,Medline_7690776,Medline_7650398,Patent_EP1960427A1,Patent_US20130089893,Patent_US20080008700,Patent_EP1960427B1,Patent_US20100112080,Patent_US8354109,Patent_US8729247,Patent_WO2008070927A1,Medline_1372644,Patent_WO2010102276A2,Patent_EP2650306A1,Patent_US20070258981,Patent_US20130028888,Patent_US8323653,Patent_US8389688,Patent_US20130115657,Medline_2479024"
"UTS2","SCLERODERMA",80.3426917232503,3,"Medline_29306224,Medline_21274584,Medline_22045841"
"EGR1","SCLERODERMA",81.8478112216731,3,"Medline_21931594,Pmcoa_3172216,Pmcoa_2768752"
"KITLG","SCLERODERMA",81.1829306057799,7,"Medline_11167715,Patent_US20080152639,Patent_US9782337,Patent_EP1575364A2,Patent_WO2004053101A2,Medline_9732156,Patent_US20040170615"
"GLB1","SCLERODERMA",80.1514012950159,3,"Medline_2128055,Medline_6785118,Medline_16285646"
"SMAD3","SCLERODERMA",88.2176147228769,15,"Medline_15215176,Pmcoa_4521372,Pmcoa_3446527,Pmcoa_4566861,Medline_16319104,Medline_21377836,Medline_16675963,Medline_15855645,Pmcoa_4803820,Patent_US20120079614,Pmcoa_5082497,Patent_WO2010088778A1,Patent_US7582609,Patent_US20070207965,Medline_24959869"
"SPARC","SCLERODERMA",80.789770521698,4,"Medline_26167673,Medline_12465153,Patent_EP2451952A2,Patent_WO2011006121A2"
"MSR1","SCLERODERMA",79.0756560997349,3,"Pmcoa_2945018,Medline_20602758,Pmcoa_2991032"
"LOX","SCLERODERMA",81.2000361990096,6,"Medline_24574233,Medline_8555021,Medline_28471599,Patent_US7112668,Patent_US20050288241,Patent_WO2002081517A2"
"MAPK1","SCLERODERMA",87.9047464463078,6,"Medline_27650973,Pmcoa_5030663,Medline_25889655,Pmcoa_3008687,Pmcoa_5811759,Patent_US20090221481"
"SERPINE2","SCLERODERMA",66.570853591275,2,"Medline_10207170,Patent_WO2004027039A2"
"CEBPZ","SCLERODERMA",77.1533165130189,2,"Medline_14613485,Medline_12881530"
"EXOSC10","SCLERODERMA",62.8014954974675,4,"Pmcoa_3715024,Patent_US20060204508,Patent_WO2000036087A2,Medline_10047434"
"SERPINH1","SCLERODERMA",69.428650194514,2,"Medline_26091621,Pmcoa_4506285"
"CD226","SCLERODERMA",76.4907954448332,3,"Medline_26109642,Medline_22531499,Pmcoa_3446459"
"AQP3","SCLERODERMA",75.7082207366261,2,"Medline_28732436,Medline_27456753"
"FBL","SCLERODERMA",70.8454092905416,4,"Medline_11600746,Medline_12388758,Patent_WO1998029109A1,Medline_8218401"
"ERVW-4","SCLERODERMA",66.2658644552389,2,"Medline_25231203,Pmcoa_4349946"
"CDK5","SCLERODERMA",68.4607639057935,2,"Medline_29535807,Pmcoa_5828185"
